15.390	183.368	43.058	-0.079	0.018	0.001	-12.958	8.998	3.421	-1.963	34.406	-9.695	-6.446	1.860	34.013	-22.335	-8.600	5.483	4.342	38.107	-10.223	-0.107	0.074	0.035
-5.317	-66.707	-15.899	0.029	-0.007	0.000	3.515	-3.309	-0.950	0.724	-9.839	3.598	1.845	-0.691	-9.862	8.250	2.494	-2.026	-1.536	-14.071	2.929	0.039	-0.027	-0.013
0.129	1.637	1.385	-0.004	0.001	0.000	-0.298	0.083	0.083	-0.012	0.889	-0.083	-0.166	0.011	0.905	-0.198	-0.229	0.048	0.169	0.340	-0.265	-0.005	0.004	0.001
1.648	16.920	3.964	0.310	0.056	0.122	52.411	0.274	-13.069	0.128	-118.042	-1.360	22.082	0.218	-110.473	-1.787	27.987	0.360	-2.273	3.513	34.863	-0.071	0.020	0.041
7.454	95.232	21.968	0.059	0.571	0.328	-0.744	4.600	0.228	-1.117	2.154	-5.110	-0.520	1.208	2.219	-11.672	-0.467	2.724	0.384	19.780	-0.648	0.015	-0.066	0.068
-8.679	-108.632	-25.128	0.123	0.321	0.535	-10.123	-5.128	2.442	1.179	21.244	5.907	-3.883	-1.300	19.545	13.210	-5.074	-3.046	-0.550	-22.565	-6.247	0.010	0.028	-0.094
-0.929	-10.923	-2.583	0.114	-0.022	-0.002	29.052	-0.888	-7.039	-0.072	-67.160	0.271	12.560	0.031	-64.478	1.414	16.307	-0.315	-4.251	-2.273	19.855	0.189	-0.071	-0.020
16.928	212.521	50.059	-0.599	0.228	-0.072	-31.174	11.698	9.151	-1.525	104.315	-10.944	-19.477	1.291	108.936	-25.976	-27.614	6.341	25.733	44.173	-31.235	-0.705	0.727	0.067
0.068	0.751	0.178	-0.013	0.002	0.001	-3.191	0.078	1.791	0.017	7.488	-0.005	-1.400	-0.008	7.147	-0.101	-1.807	0.020	0.378	0.156	-2.212	-0.021	0.007	0.003
-6.254	-78.985	-18.673	-0.022	-0.105	0.109	225.814	-6.485	-55.990	0.998	-521.894	1.923	97.492	0.151	-494.887	10.416	125.182	-2.445	-20.582	-16.436	154.135	1.058	-0.469	-0.086
0.074	0.867	0.205	-0.009	0.002	0.000	-1.912	0.072	0.481	0.006	5.621	-0.021	-0.864	-0.002	4.450	-0.112	-1.125	0.025	0.321	0.180	-1.366	-0.015	0.006	0.002
-18.025	-225.801	-53.228	0.524	-0.234	0.102	188.397	-13.064	-47.494	1.982	-450.195	10.872	84.133	-1.299	-431.757	28.111	109.237	-6.812	-27.794	-46.946	133.250	0.649	-0.571	-0.097
-0.025	-0.303	-0.072	0.002	-0.001	0.001	0.015	-0.017	-0.019	0.001	-0.345	0.014	1.065	0.002	-0.420	0.037	0.107	-0.010	-0.219	-0.063	0.105	0.002	-0.001	0.001
21.338	273.416	63.845	0.216	-0.312	0.242	-19.485	13.302	4.332	-3.323	33.555	-14.621	-6.186	3.771	28.281	-33.358	-7.119	8.329	-6.355	56.811	-9.827	0.124	0.176	-0.109
-0.570	-6.741	-1.593	0.066	-0.013	-0.001	16.566	-0.532	-4.155	-0.037	-39.603	0.181	7.406	0.014	-37.004	0.869	9.612	-0.195	-2.469	-1.403	11.708	0.109	-0.041	-0.011
-23.348	-299.910	-70.249	-0.177	0.141	-0.106	-96.452	-13.347	24.032	3.716	225.045	17.246	-42.018	-3.791	214.236	37.080	-54.188	-9.054	10.398	-62.312	-66.544	-0.355	0.259	0.087
-0.061	-0.897	-0.209	-0.014	0.002	0.001	-4.030	0.006	0.994	0.035	9.296	0.091	-1.737	-0.025	8.822	0.098	-1.230	-0.029	0.363	-0.186	-2.744	-0.024	0.006	0.006
-35.484	-449.833	-105.465	0.377	0.028	-0.168	8.080	-21.834	-3.031	4.778	-40.451	24.051	7.497	-4.022	-44.932	54.641	11.525	-12.992	-16.083	-93.481	12.219	0.230	-0.703	0.391
0.861	10.111	2.391	-0.107	0.020	0.002	-27.783	0.826	6.803	0.069	63.294	-0.248	-11.812	-0.030	59.857	-1.309	-15.131	0.291	2.956	2.104	-18.676	-0.177	0.066	0.019
0.026	0.328	0.077	0.000	0.000	0.000	0.023	0.016	-0.005	-0.004	-0.048	-0.018	0.009	0.003	-0.044	-0.040	0.011	0.010	0.001	1.066	0.014	0.000	0.001	0.000
-0.016	-0.166	-0.039	0.004	-0.001	0.000	1.081	-0.021	-0.267	-0.005	-2.503	-0.003	0.468	0.003	-2.378	0.023	0.601	-0.004	-0.104	-0.035	1.736	0.007	-0.002	-0.001
0.138	1.412	0.331	0.109	0.005	0.010	4.374	0.023	-1.091	0.011	-9.852	-0.113	1.843	0.018	-9.220	-0.149	2.336	0.030	-0.190	0.293	2.910	0.899	0.002	0.003
0.622	7.948	1.833	0.005	0.131	0.027	-0.062	0.384	0.019	-0.093	0.180	-0.427	-0.043	0.101	0.185	-0.974	-0.039	0.227	0.032	1.651	-0.054	0.001	0.899	0.006
-0.724	-9.067	-2.097	0.010	0.027	0.128	-0.845	-0.428	0.204	0.098	1.773	0.493	-0.324	-0.108	1.631	1.103	-0.423	-0.254	-0.046	-1.883	-0.521	0.001	0.002	0.897
